content	Sentiment	Emotion
Pas di updet malah mnurutku kacau sensitivitas stir terlalu tinggi jadi bagi pengguna tilting sangat tidak nyaman ga stabil tolong dong perbaiki sensitivitas nya seakan ga bisa di atur alias ga berfungsi	Negative	Anger
Pas gua instal game udah ke instal kok malah gk ke instal sihh asu	Negative	Anger
payah	Negative	Anger
payah , ga di bagi poin buat chat	Negative	Anger
Payah aplikasi, verifikasi selalu gagal padahal foto ktp dan selfie sudah jelas. Verifikasi di aplikasi sebelah tidak masalah dan cepat. Awalnya tujuan pakai ini untuk trf keluar negeri, tapi lebih baik pakai aplikasi sebelah aja yang mudah dan tidak sulit. Klo memang kurang jelas harusnya aplikasi sebelah juga tidak lolos verifikasi. PAYAH	Negative	Anger
Payah banget	Negative	Anger
payah banget caca	Negative	Anger
Payah baru knlan masa minta tagihan bayaran klu mau untung jgn kyk gini boss nyari duit bae luh	Negative	Anger
Payah bgt verifikasi aja ribet bgt, mending pke flip	Negative	Anger
Payah ini apk, udh seminggu verif gk berhasil2, gaje, gk gercep kyk apk sebelah, ada biaya admin pula gk bener2 gratis payah bgt	Negative	Anger
payah masa daftar pencarian nya cowo semua ,kan aku cowo	Negative	Anger
Payah nih. Masa kontak masuk gk ada. Padahal temen saya sudah chating saya	Negative	Anger
Payah oy gangguan terus BCA nya	Negative	Anger
payah, masa kekering, sama kekeringin aja gak ada. kan kasian pacarku jadi maluu, pfftt payah.	Negative	Anger
Payah. Singkron kontaknya lama..	Negative	Anger
Payah....menu bayar sekarang susah tuk transaksi..selalu gagal & sering pending..konfirm ke cs lambat..dan hanya di suruh secara berkala..dah 2 hari cek secara berkala..tetep aja gak bisa.	Negative	Anger
Payah..bilang shiba ilegal..sementara di indodax ada shiba..indodax sudah diawasi bapebti ilegalnya dimana	Negative	Anger
Payahh bisanya hanyal menjatuhkan market crypto, berita makin kesini makin ngaco , penuh bayaran dalang bandar saham lokal dasar  ga bermutu, gausah baper rating mu turun, karna ulahmu sendiri memberitakan hoax mulu. DRAMA PENUH BAYARAN LOKAL BANDAR SAHAM.	Negative	Anger
Payahh..upload foto dan chat nya engga bisa nihh, kecewaa..!!	Negative	Anger
pea	Negative	Anger
Pelayan lama . Butuh ke pastian . Udh d trnfer tp gk masuk" lama banget sih . Lewat aplikasi lain aj cepet in mah lama banget	Negative	Anger
Pelayanan buruk	Negative	Anger
Pelayanan buruk. Saya mengirim keluhan lama sekali dibalas dan saya telfon cs nya malah tidak dijawab. Dijanjikan 30mnt transaksi saya selesai diproses tapi hingga 3jam saya menunggu belum diproses dan saya hubungi lagi tidak diangkat. Sebenarnya uang yang saya transfer itu kemana? Tidak ada kejelasan hingga sekarang	Negative	Anger
PELAYANAN LAMBAT, MENGAKU PROFESIONAL TAPU PROSES REFUND BISA SAMPAI 7HARI DAN 10HARI HARI KERJA,, PADAHAL DATA YANG DILAMPIRKAN SUDAH JELAS DAN 3HARI KERJA SAJA SUDAH CUKUP UNTUK PROSES PENGEMBALIAN.	Negative	Anger
Pelayanan lambat, untuk validasi aja lambat, mending apk tetangga	Negative	Anger
Pelayanan sangat buruk .saya melakukan pembelian pembayaran PDAM melalui Tokopedia .dan sudah saya bayar transfer lewat oy.transaksi Tokopedia saya kadaluarsa ditokopedia sehingga transaksi saya dibatalkan oleh Tokopedia .dan dana saya diteruskan oleh pihak oy ke Tokopedia padahal jelas jelas transaksi saya gagal di Tokopedia	Negative	Anger
pelayanan semakin buruk, cs susah dihubungi, respon sangat lama, banyak sekali gangguan, debit tidak bisa dipakai, kemudia sering sekali "transfer dalam proses" sangat lama sekali untuk menyelesaikan transfer, kemudian sering sekali "maaf anda terlalu sering melakukan transaksi" padahal baru satu atau dua kali transaksi.	Negative	Anger
Pelit bngat.. Gak jelas baru chat dikit aja di batasi	Negative	Anger
Pelit chat	Negative	Anger
PELIT SAMA NEGRI SENDIRI, BONUS NYA GA NIAT, IKLAN NYA MAKSA	Negative	Anger
Pemain speed ori klo msk rom slalu dkick. Gk pke livery krn gk pke kodnem za sk dkick. Klo ad yg speedy trlalu kencang bkin frez n akiry kluar pksa. Pikirin woi pemain yg tnpa kodenem za. Tiap mabar slalu gt n prnh 1x uang hsl narik 2jt tau2 ilang. Gem ni bgs bgs tp tuk mabary gembel. Klo mo speed gk nrml bkin gem mbl balap aj. Mabar tu biar semua pmain bs nikmatin. Mo rusuh pun gpp asal speed imbang. Lah ni gk imbang.	Negative	Anger
Pemakaian normal (tidak ada ganti kartu SIM, dll) eh selalu aja pesan error "Something went wrong" kalau sudah pesan itu keluar itu tandanya harus di instal ulang  appnya, nah setelah beberapa hari dari install ulang keluar lagi tuh pesan error tersebut install ulang lagi,, begitu seterusnya.. Capek Dehh,.	Negative	Anger
Pembaruan sekarang bahh banyak bgt bug, benerin lah, masa maen mode mabar ngebug, ga bisa digas, ga bisa apa apa, kecuali relog bisa lagi, nyusahin aja, gw maen game ini udh betah tp gk dibikin betah grgr bug,	Negative	Anger
Pemberitaan tidak netral, malah menjelek2an pemerintah dan bukannya mendukung, berita banyak yg ngaco dan ngawur, berita sangat buruk	Negative	Anger
Penambahan poin tambah susah, reedem tambah naik, reedem pulsa di buang, mantap djiwa. Bintang 3 dulu, karena berkat aplikasi ini saya ada pulsa, terimakasih	Negative	Anger
Pencadangan gugel/fb nya ribet, udh login k akun (sama) lama pdhl tp data gk kembali, hilang dah semua bus n duit. Fitur backupnya d buat kaya game lain aja, intinya klo login dgn akun yg sama, data otomatis kembali, jgn kaya gitu ada istilah akun lama segala, ribet.	Negative	Anger
pengen chat aka bayar .. cobak kalok yang nginstal kayak orang gak mampu seperti saya itu gimana .. anjir .. admin nya matre	Negative	Anger
Penggiringan opini yang tidak baik. Terkadang judul dan isi beritanya berbeda.	Negative	Anger
Pensi aja deh maen  nya. Updetan kemaren 3.7 masih bisa dimainin walau banyak bugnya, eh yang updatan terbarunya 3.7.1 malah ngfrezz mulu. Di lobi bagus pas di game play malah jadi gaya batu, aneh!!	Negative	Anger
Penumpang di jalan di hilangkan. Jadi bosan mainnya saat narik jd lempeng aja dijalan. Harusnya justru rebutan penumpang dijalan. Ini malah di hilangkan .	Negative	Anger
Penusuk wiranto korban gusuran proyek tol jokowi.. maksud anda apa? Mau bikin narasi baru.. Media kagak bener Sama aja nih media kayak si tempo bacem.	Negative	Anger
Perbaiki dulu kinerjanya baru tak tambah bintangnya, tiap hari transfer selalu ada yang trouble, kalau memang trouble dari awal, waktu pertama dikasih peringatan kalau trouble, bukan pas sudah transfer baru bilang trouble Chat cs juga respon lambaat, perbaikannya harus nunggu 1x24 jam dulu, kalau kyk gini jadi kapok pake oy lagi, buat pelanggan q lari semua Ini aplikasi jasa transfer tapi csnya ilmunya 0, kalau gk tau masalah perbankan, mending gk usah dibls sekalian	Negative	Anger
PERBAIKI NAPA GW KALO LOGIN FC MULU VPN GAK GUNA YG BLOM DOWNLOAD GAUSAH DOWNLOAD APLIKASI SAMPAH	Negative	Anger
Perbanyak PO bus..!! Perbanyak jenis kendaraan mobil dan motor tambah juga aksesoris bus yg kita miliki..!! Adain fitur macet dan banjir ketika hujan besar..!! Bikin juga jalan berlubang seperti yg asli ada pejalan kaki juga di pinggir jalan. Tambah rute kota yg belum ada seperti Sukabumi, Pangandaran, medan, aceh dan Bengkulu. Bikin ramai orang2 ketika di terminal	Negative	Anger
Percuma di perbarui lagi , masih ada masalah yaitu suara mesin kendaraan mod jadi ngorok kaya disel , sebelum di perbarui suara ok sesuai mesin mod halus dan tidak ngorok.	Negative	Anger
Percuma dipake anjing	Negative	Anger
Percuma download ,aplikasi , Verifikasi pendaftaran data akun gagal terus dan aplikasinya tidak bisa dipakai.	Negative	Anger
Percuma gua download ga bisa dimainin, update terbaru jadi masalah buat hp kentang,tidak bisa masuk gameplay.ga bisa ngapa ngapain, gabisa masuk mode apapun lagi loading muncul iklan separuh layar langsung restart dari awal.terus terusan begitu,tolong develov diperbaiki bug iklannya.gua udah download makan kuota sangat besar tapi tidak bisa dimainin.	Negative	Anger
Percuma update ke v3.7.1 Makin lama kok malah makin banyak bug!! Bug yang saya alami: -bug sound -kadang suka crash sendiri -kadang suka stuk sendiri Bug ini saya alami di hp vivo.. Mungkin untuk hp lain sudah lancar..semoga cepat diperbaiki	Negative	Anger
PERHATIAN PERHATIAN "SUDAH TIDAK GRATIS LAGI YA" SEKIAN WASSALAM	Negative	Anger
permainan anjing	Negative	Anger
permainan burik dan asu bangettttttttttt	Negative	Anger
Permainan ini ke bukima tiap di download selalu aj pembelian aplikasi jgn di download njir!!	Negative	Anger
Permainan mau di batal masa gk bisa kocak bgt	Negative	Anger
Permainannya jelek!!!!!!!!!!!!!!!!!!!!!!tapi bohong gamenya bagus sekali tapi iklannya mengganggu pas ganti map tolong diperbaiki gamenya ya	Negative	Anger
Pertahankan NETRALnya boss,sayang beritanya sudah bagus,berbobot dari tempat asalnya	Negative	Anger
Pertama kali pake  untuk transaksi antar bank gak ada masalah sama sekali sampe terus menerus transfer antar bank gak masalah. Baru hari ini transfer dri bca ke cimb niaga gak sukses2.. lumayan 100rb jg . Udh lapor cs email dan live ujung2nya suruh nunggu. Nunggunya jgn lama2 jg kali ya..	Negative	Anger
Pertama masuk pake akun FB, ganti hp ,masuk pake akun FB, ga bisa, muali dari awal,,ganti hp lagi pake akun google ternyata sama ngulang lagi dari awal,,padhl di akun di cek msih terkait,,tapi kenapa harus ngulangg,,trusssss  padhl aku main ga pernah pake yang mod" orian semua..bantu lah..	Negative	Anger
pesan di batasi mulu ahh payah"	Negative	Anger
pesannya jangan dibatasi dong bikin keki	Negative	Anger
pindah haluan setelah ada biaya admin! cs andi tidak bisa mengatasi pertanyaan!	Negative	Anger
Pindah negara saja lah kalian, pembenci bahasa indonesia yang baik dan benar.	Negative	Anger
Platform berita pembodohan!	Negative	Anger
Play store anj setiap mau download gagal mulu anj	Negative	Anger
Please min.. gua pause malah.. susah masuk lagi.. di pencek silang gak bisa.. malah.. keluar.. anjiir.. ngeselin.. tombolnya.. strategi perang dan ide kepahlawan bagus.. cuma.. perbaikin lagi lah bray.. gua hargai usahanya..	Negative	Anger
Pliss lah. Mass iya RAM 2 GB gabisa maen  . Gapernah bisa masuk Loadingnya. Tiap selesai Iklan pasti keluar mulu. Padahal OS nya udh 7.1 . Sedih bat sih. Nunggu lama lama tapi gabisa. Dan ini Udh di restart hp nya. Jdi belom ada penyimpanan apa apa. Tapi tetep gabisa	Negative	Anger
Poin buat redeem pulsa naik, kalo kaya gini gua yakin  ga akan bertahan lama .. bakalanpunah	Negative	Anger
poin makin susah didapat jadi agak males mainnya tolong dong min tambahin pendapatannya biar kami lebih semangat chat dan online aplikasi ini	Negative	Anger
Poin makin susah..tukerin nya makin mahal buang kuota mending pake apk lain yang udh dari dulu.. otw uninstal.. moga sepi ya aplikasi nya dan tentu saja bangkrut	Negative	Anger
Politik lu kaya bocah. Percaya gak percaya setelah kalian login kalian akan mendapatkan chat dari cwe cantik paling lama semalem kalian akan dapet chat itu dan setelah kalian nyaman chatingan dan otomatis aplikasi ini meminta bayaran kepada anda untuk melanjutkan chat nya, gsusah di lanjutin sebaik nya kami gak butuh yg berbayar Thank.Maap kalo perkataan gua gak pantas	Negative	Anger
Portal berita gak bermutu, gak ada check n balance	Negative	Anger
Portal berita JAMBAN!	Negative	Anger
Portal berita yang sangat tidak berimbang dan sangat tidak netral, sudah mati jurnalis Indonesia karena hanya menjadi corong rezim	Negative	Anger
Portal beritanya sy akui bagus tp tidak untuk siaran digitalnya. Jelek sangat jelak! Masa gadapat sinyal sama sekali padahal sudah 3x ganti antena dan geser2 antena supaya chanel transmedia sinyalnya bagus. Faktanya selalu minus dan paling rendah dpt sinyal 10%. Lihat siaran digital tv sebelah seperti tvOne, Berita satu, Metrotv, Tvri kekuatan sinyalnya masuk akal krn yg di dapat 80-90%. Males jd nya klw pengen ntn transmedia klw kekuatan sinyalnya msh 10%!!	Negative	Anger
Poto ktp susah.gimana	Negative	Anger
Prinsipil / prinsipiil / prinsipiel. Tidak jelas di app ini	Negative	Anger
Pro terorist, install, biat kasih rate 1 bintang aja	Negative	Anger
Proses refund salah transfer yang awal nya max 1x24jam sekarang harus menunggu 7 hari kerja . Dulu proses refund cuma isi form dari google aja , sekarang harus pakai tanda tangan lampiran foto ktp , pake format pdf . Makin kesini bukan makin buat nyaman malah makin di ribetin .	Negative	Anger
Proses refund sangat ribet, mesti print out form tanda tangan lalu scan padahal semua bukti sudah dilampirkan	Negative	Anger
PROVOKATIF..	Negative	Anger
Provokator!	Negative	Anger
Pt. Oy bangkrut ya?? Dulu gue jarang chatt, point ngalir terus. Sekarang sering chatt malah Point mentok 39. Padahal Dulu pas jarang chatt aja point ampe 90 an. Sekarang parah Pantesan sekarang udah pada pindah ke aplikasi sebelah Yg point nya lebih banyak Dan konsisten dalam memberi point Gak kaya ! Katanya point oy didapet berdasarkan algoritma. Pfft.. Alasan sederhana yg sangat tidak bermutu	Negative	Anger
Punya bahasa sendiri tapi kok nggak srek! KAKU & LAMBAT!	Negative	Anger
Punya saya diblokir asem	Negative	Anger
Pvn nya buriq njir masih delay maen samp	Negative	Anger
Quntul udh premium malah tetep dapat iklan	Negative	Anger
Rasain loe..ngeFud aja kerjamu	Negative	Anger
Rebet sumpah cara buat nyetir nya ,di benahin dikit dong lol. malah bagusan yang versi kemarin cara buat nyetirnya	Negative	Anger
Refund aj lama banget,, semua syarat da terpenuhi,ribet banget,mending Flip ,,dana masuk auto uninstall , 	Negative	Anger
Relog Mulu auto copot	Negative	Anger
Repot banget sekarang clo MW transfer harus install ulang dulu,kanapa ya? Dulu gk gini deh, mohon respons nya	Negative	Anger
Respon bantuan sangat sangat buruk sekali, saya chat tidak ada respon sama sekali, cek transaksi saya 2005ITZYIQAF, saya sudah chat sudah email, semua tidak ada yg di respon, kesal	Negative	Anger
ribet	Negative	Anger
Ribet	Negative	Anger
Ribet , verifikasi nya.tolong diperbaiki masa verifikasi wajah sampai 10x ga bisa ga bisa melulu ,coba sistemn diperbaiki.bgm mau mengejar kompetitor nya??jelek aplikasinya ga recommended jangan didownload	Negative	Anger
Ribet amat nih apk mau chat aja harus ada beli ajigg assuu	Negative	Anger
Ribet apk nya	Negative	Anger
Ribet bgt, slow respon, udah upload foto aslinya bening setelah diupload jadi blur.. Bodo amat,, gada petunjuk bodo amat.. Tanya ga dibales bodo amat.. Bintang 1 aja monggoh	Negative	Anger
Ribet cara kerjanya, mau topup saja susah	Negative	Anger
Ribet cara pakay nya sama kebanyakan ga serius	Negative	Anger
Ribet harus pake koin koib sgala kurang puas jadinya dengab aplikasi ini	Negative	Anger
Ribet pasang mod ajah harus ini ituh .gamenya bagus sih lumayan tapi grapisnya itu loh	Negative	Anger
RIBET VERIVIKASI BEEULaNG TERUS	Negative	Anger
ribet.. ngisi dana aja harus transfer via VA. gue kira langsung didebit dari kartu gue yg udah didaftarin. kalau begitu sama aja bohong. mending pake m-BCA aja langsung sama2 gratis. sorry.. gua uninstall.. gak guna	Negative	Anger
Rotasi tlit yg buruk! Mending busid yg dulu sebelum update Stir tlit nya masih stabil kalo bisa benerin bug stlitnya   plis biar seru lagi busid nya.	Negative	Anger
Rugi download aplikasih ini.. Masa chatan aja suruh bli pake dulu appsih apaan gk ada guna nya nyampah doang	Negative	Anger
Rusak gk jelas kamu nyanya	Negative	Anger
Saampah	Negative	Anger
Saat ini gua kok ngerasa ada beberapa berita berita yg di tampilkan secara Online oleh  Indonesia lebih cenderung ke arah BERITA HOAX & BERITA GOSIP yg ternyata tidak sesuai Fakta. Gua malah ngerasa nama  yg mendunia tapi kalah Kualitas dalam Pemberitaan Update dgn Media Gosip Online. Mudah2an gua berharap  Indonesia dapat memuat Berita yg berkualitas serta sesuai Fakta.	Negative	Anger
Saldo Rekening saya sudah terpotong sesuai jumlah angka cantik yg tertera tapi di applikasi malah notif kadaluarsa dan tidak terkirim ke no.rek penerima seharusnya. Dan malah meminta saya mengulangi transfer lagi. 24 jam dari CS tidak melakukan apapun sampai sekarang, BAGAIMANA INI?? Tolong bantuannya.	Negative	Anger
Sama kayak detik, gak jelas bo.	Negative	Anger
Sama seperti app  Indonesia. Mau masuk akun malah diarahin ke browser. Gmn bisa mo msk app ya. Oon	Negative	Anger
Samaph asem.. Masa sms aja harus bayar taexx..!!	Negative	Anger
Sampah	Negative	Anger
sampah	Negative	Anger
Sampah doang. Menuh-menuhin memory. Beritanya suka plitir sini plintir sana ga sesuai fakta. Bikin hoax	Negative	Anger
Sangad tidag recomendet	Negative	Anger
sangat bagus , cuman koin nya taikan	Negative	Anger
Sangat bagus,, saran saya,, tolong jangan pakai iklan,, yang di tengah,, ini mengganggu,,jengkel kadang	Negative	Anger
Sangat buruk 	Negative	Anger
Sangat buruk app	Negative	Anger
sangat buruk game ini. knpa gk ada sopirnya. dan knpa penumpangnya jg pada ilang semua.	Negative	Anger
Sangat buruk setiap ganti map sering keluar sendiri padahal ram hp besar,sangat buruk sekali	Negative	Anger
Sangat buruk, karena di saat ambil foto ktp sama selfie ktp kamera aneh	Negative	Anger
Sangat burukkkk..gak sperti yang lainn..mengecewakan.!! Sudah verip 4x gagal teruss..apakah harus pakai ho iphone??	Negative	Anger
Sangat di sayangkan sudah bagus aplikasinya Tapi tidak bisa chat gratis Berbayar mahal banget jadi saya unistal aja males.!!	Negative	Anger
